STATE,BRAND,DESC.,Qty(S1),Free Qty(S1),Amount(S1),Qty(S2),Free Qty(2),Amount(s2),Qty(s3),Free Qty(S3),Amount(s3),%Qty1,Amount(1)%,%Qty 2,Amount(2)%,,City,District,STATE
Tamil Nadu,BRRF,REGULAR FANCY BRA,288.000,0.000,"19,685.72",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Tamil Nadu,BUZZ,BUZZ,0.000,0.000,0.00,1.000,0.000,665.71,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,CLCD,COLORS DRAWER,0.000,0.000,0.00,"4,871.000",0.000,"4,61,449.50",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,CLCV,COLORS VEST,0.000,0.000,0.00,"1,799.000",0.000,"1,88,307.68",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,CLPB,COLORS PEEKABOO,0.000,0.000,0.00,270.000,0.000,"29,044.37",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,CLSH,COLORS SHORTS,0.000,0.000,0.00,30.000,0.000,"7,530.20",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,CLTS,COLORS T-SHIRT,0.000,0.000,0.00,30.000,0.000,"7,062.54",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,EUEU,EURO,"2,227.000",200.000,"1,75,940.29","5,456.000",0.000,"4,16,803.35",0.000,0.000,0.00,144.993,136.90,-100,-100,0,,,
Tamil Nadu,FCUK,FCUK,0.000,0.000,0.00,7.000,0.000,"1,207.66",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,FEMM,FEMMORA,0.000,0.000,0.00,16.000,0.000,"8,040.71",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,FL2B,FRONTLINE (2.0) BOXER,0.000,0.000,0.00,4.000,0.000,"1,749.09",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,FLAV,FRONTLINE AIR,0.000,0.000,0.00,3.000,0.000,865.76,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,FLCD,FRONTLINE COLORS DRAWER,400.000,0.000,"35,919.89",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Tamil Nadu,FLCV,FRONTLINE COLORS VEST,410.000,0.000,"42,679.33",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Tamil Nadu,FLEX,FRONTLINE EXPANDO,"1,220.000",10.000,"80,979.00","1,256.000",0.000,"78,195.82",0.000,0.000,0.00,2.951,-3.44,-100,-100,0,,,
Tamil Nadu,FLFB,FRONTLINE BRIEF,250.000,0.000,"18,274.99",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Tamil Nadu,FLFD,FRONTLINE DRAWER,120.000,0.000,"13,042.05",248.000,0.000,"30,758.90",0.000,0.000,0.00,106.667,135.84,-100,-100,0,,,
Tamil Nadu,FLFV,FRONTLINE VEST,"1,550.000",0.000,"1,20,399.10","1,083.000",0.000,"87,026.74",0.000,0.000,0.00,-30.129,-27.72,-100,-100,0,,,
Tamil Nadu,FLFX,FRONTLINE XING,60.000,0.000,"4,224.01",19.000,0.000,"1,934.31",0.000,0.000,0.00,-68.333,-54.21,-100,-100,0,,,
Tamil Nadu,FLHK,FRONTLINE HUNK,"3,235.000",0.000,"3,48,691.09",720.000,0.000,"82,288.36",0.000,0.000,0.00,-77.743,-76.4,-100,-100,0,,,
Tamil Nadu,FLIL,FRONTLINE INTERLOCK,610.000,0.000,"71,157.58",320.000,0.000,"38,400.00",0.000,0.000,0.00,-47.541,-46.04,-100,-100,0,,,
Tamil Nadu,FLRL,FRONTLINE RIBLINE,480.000,0.000,"50,880.00",830.000,0.000,"86,384.00",0.000,0.000,0.00,72.917,69.78,-100,-100,0,,,
Tamil Nadu,FOTL,FRUIT OF THE LOOM,150.000,0.000,"15,704.75",43.000,0.000,"13,985.70",0.000,0.000,0.00,-71.333,-10.95,-100,-100,0,,,
Tamil Nadu,FTCC,COMFORT COTTON SOCKS,0.000,0.000,0.00,5.000,0.000,409.42,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,FTPM,PREMIUM SOCKS,0.000,0.000,0.00,21.000,0.000,"2,285.34",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,FTRC,REGULAR COTTON SOCKS,0.000,0.000,0.00,2.000,0.000,176.60,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,FTSP,SPORTY SOCKS,0.000,0.000,0.00,2.000,0.000,247.61,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,JNJN,JON,"1,04,845.000",0.000,"69,09,873.00","97,911.000",638.000,"67,31,844.09",0.000,0.000,0.00,-6.614,-2.58,-100,-100,0,,,
Tamil Nadu,MMMM,MACROMAN,"11,010.000",0.000,"8,55,296.16","4,240.000",0.000,"3,32,064.80",0.000,0.000,0.00,-61.49,-61.18,-100,-100,0,,,
Tamil Nadu,MSCC,M'SERIES CLASSIC COLLECTION,610.000,52.000,"82,097.00",643.000,63.000,"87,483.90",0.000,0.000,0.00,5.410,6.56,-100,-100,0,,,
Tamil Nadu,MSIC,M'SERIES INTERNATIONAL COLLECTION,0.000,0.000,0.00,22.000,0.000,"3,318.58",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,MSMB,M'SERIES MODERN BASICS,0.000,0.000,0.00,80.000,0.000,"7,803.60",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,MSMC,M'SERIES MARINE COLLECTION,0.000,0.000,0.00,3.000,0.000,614.30,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,MSMW,M'SERIES MACROWOMAN,0.000,0.000,0.00,123.000,24.000,"26,599.34",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,MSOW,M'SERIES T-SHIRT & OUTER WEAR,91.000,0.000,"28,189.79",386.000,0.000,"1,33,084.11",0.000,0.000,0.00,324.176,372.10,-100,-100,0,,,
Tamil Nadu,MSPD,M'SERIES PRO DRY,0.000,0.000,0.00,17.000,0.000,"5,487.21",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,MSSP,M'SERIES MACROMAN SPORTS,0.000,0.000,0.00,23.000,0.000,"6,717.64",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,MWBR,M'WOMAN BRA,0.000,0.000,0.00,21.000,0.000,"5,227.14",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,RABT,BATH TOWEL,24.000,0.000,"7,944.04",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Tamil Nadu,RAFR,SAMPLE FREE,0.000,0.000,0.00,0.000,2.000,2.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,RAHC,HANDKERCHIEF,72.000,0.000,"3,384.01",288.000,0.000,"12,700.62",0.000,0.000,0.00,300.000,275.31,-100,-100,0,,,
Tamil Nadu,RAHT,HAND TOWEL,72.000,0.000,"6,516.00",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Tamil Nadu,SLSC,SOFTLINE CAMISOLE,0.000,0.000,0.00,7.000,0.000,926.22,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,SLSP,SOFTLINE REG.PANTIES,0.000,0.000,0.00,16.000,0.000,"2,782.95",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tamil Nadu,TCAG,AGNI,174.000,0.000,"46,110.50",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,BMBU,BUMCHUMS BERMUDA,128.000,0.000,"41,656.26",230.000,0.000,"59,857.12",0.000,0.000,0.00,79.688,43.69,-100,-100,0,,,
Telangana,BMLS,BUMCHUMS LOUNGERS,507.000,0.000,"1,69,828.05",224.000,0.000,"79,796.54",0.000,0.000,0.00,-55.819,-53.01,-100,-100,0,,,
Telangana,BMTS,BUMCHUMS T-SHIRT,"1,199.000",0.000,"3,22,664.41",128.000,0.000,"38,323.96",0.000,0.000,0.00,-89.324,-88.12,-100,-100,0,,,
Telangana,BRBF,BUTTERFLY BRA,486.000,0.000,"73,372.90",756.000,0.000,"1,76,620.56",0.000,0.000,0.00,55.556,140.72,-100,-100,0,,,
Telangana,BRCP,SOFTLINE CLASSIC PANTIES,"1,669.000",0.000,"99,909.93",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,BRCS,SL CAMISOLE,"3,120.000",0.000,"2,11,306.43",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,BRCW,SOFTLINE CASUAL WEAR,149.000,0.000,"43,307.02",40.000,0.000,"13,641.68",0.000,0.000,0.00,-73.154,-68.5,-100,-100,0,,,
Telangana,BRFA,FANCY BRA(GROUP-A),"1,296.000",0.000,"1,25,484.60",450.000,0.000,"45,335.25",0.000,0.000,0.00,-65.278,-63.87,-100,-100,0,,,
Telangana,BRFB,FANCY BRA(GROUP-B),558.000,0.000,"55,672.80",120.000,0.000,"9,565.90",0.000,0.000,0.00,-78.495,-82.82,-100,-100,0,,,
Telangana,BRLG,SOFTLINE LEGGINGS,465.000,60.000,"1,10,676.15",519.000,0.000,"1,41,515.20",0.000,0.000,0.00,11.613,27.86,-100,-100,0,,,
Telangana,BRRC,REGULAR COTTON BRA,354.000,0.000,"25,222.90","2,436.000",0.000,"3,96,425.88",0.000,0.000,0.00,588.136,"1,471.69",-100,-100,0,,,
Telangana,BRRF,REGULAR FANCY BRA,"1,308.000",0.000,"1,28,924.22",276.000,0.000,"23,025.03",0.000,0.000,0.00,-78.899,-82.14,-100,-100,0,,,
Telangana,BUZZ,BUZZ,48.000,0.000,"13,824.68",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,CLCD,COLORS DRAWER,0.000,0.000,0.00,"19,146.000",0.000,"16,76,489.01",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Telangana,CLCV,COLORS VEST,0.000,0.000,0.00,"2,476.000",0.000,"2,53,305.34",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Telangana,CLPB,COLORS PEEKABOO,0.000,0.000,0.00,"3,192.000",0.000,"3,04,370.14",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Telangana,CLPT,COLORS PANT,0.000,0.000,0.00,50.000,0.000,"17,201.75",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Telangana,CLTS,COLORS T-SHIRT,0.000,0.000,0.00,50.000,0.000,"10,186.80",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Telangana,CTIT,INTUNE,720.000,0.000,"1,15,200.00",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,CTMT,CONTRACT MFG.,"16,950.000",0.000,"10,73,700.00",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,EUEU,EURO,"25,816.000","3,840.000","21,20,914.14",640.000,0.000,"51,200.00",0.000,0.000,0.00,-97.521,-97.59,-100,-100,0,,,
Telangana,FLAV,FRONTLINE AIR,21.000,0.000,"3,710.54",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,FLCD,FRONTLINE COLORS DRAWER,"17,575.000",0.000,"15,25,302.28",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,FLCV,FRONTLINE COLORS VEST,479.000,0.000,"41,622.77",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,FLEX,FRONTLINE EXPANDO,"79,825.000","4,430.000","52,96,582.67","28,470.000","3,330.000","17,89,934.47",0.000,0.000,0.00,-64.334,-66.21,-100,-100,0,,,
Telangana,FLFB,FRONTLINE BRIEF,220.000,0.000,"15,193.14",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,FLFD,FRONTLINE DRAWER,"7,410.000",0.000,"7,06,661.13","1,560.000",0.000,"1,64,911.72",0.000,0.000,0.00,-78.947,-76.66,-100,-100,0,,,
Telangana,FLFV,FRONTLINE VEST,"1,29,862.000",0.000,"98,13,759.05","52,920.000",0.000,"39,14,710.62",0.000,0.000,0.00,-59.249,-60.11,-100,-100,0,,,
Telangana,FLFX,FRONTLINE XING,"15,506.000",0.000,"11,18,925.71","7,640.000",0.000,"5,53,166.58",0.000,0.000,0.00,-50.729,-50.56,-100,-100,0,,,
Telangana,FLHK,FRONTLINE HUNK,"27,617.000",0.000,"28,74,777.46","22,120.000",0.000,"22,97,140.68",0.000,0.000,0.00,-19.904,-20.09,-100,-100,0,,,
Telangana,FLIL,FRONTLINE INTERLOCK,328.000,0.000,"39,283.76",960.000,0.000,"1,15,200.00",0.000,0.000,0.00,192.683,193.25,-100,-100,0,,,
Telangana,FLRL,FRONTLINE RIBLINE,"1,300.000",0.000,"1,38,202.32","1,120.000",0.000,"1,21,120.00",0.000,0.000,0.00,-13.846,-12.36,-100,-100,0,,,
Telangana,FLSW,FRONTLINE SKYWINGS,4.000,0.000,431.60,0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,FTCC,COMFORT COTTON SOCKS,100.000,0.000,"3,256.85",150.000,0.000,"5,425.85",0.000,0.000,0.00,50.000,66.60,-100,-100,0,,,
Telangana,FTCF,COTTON FEEL SOCKS,600.000,0.000,"17,798.26",450.000,0.000,"15,103.26",0.000,0.000,0.00,-25,-15.14,-100,-100,0,,,
Telangana,FTPM,PREMIUM SOCKS,50.000,0.000,"2,062.15",220.000,0.000,"9,904.52",0.000,0.000,0.00,340.000,380.30,-100,-100,0,,,
Telangana,FTRC,REGULAR COTTON SOCKS,100.000,0.000,"4,337.20",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,FTSP,SPORTY SOCKS,150.000,0.000,"7,369.30",350.000,0.000,"20,627.72",0.000,0.000,0.00,133.333,179.91,-100,-100,0,,,
Telangana,FTSU,SCHOOL UNIFORM SOCKS,"4,080.000",0.000,"1,19,137.46","3,150.000",0.000,"1,08,945.25",0.000,0.000,0.00,-22.794,-8.56,-100,-100,0,,,
Telangana,JNJN,JON,"8,53,626.000",620.000,"5,26,42,456.26","7,31,860.000","1,061.000","4,38,88,690.59",0.000,0.000,0.00,-14.265,-16.63,-100,-100,0,,,
Telangana,JNOW,JON OUTERWEAR,0.000,0.000,0.00,"3,960.000",0.000,"8,28,109.12",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Telangana,MMMM,MACROMAN,"68,890.000",0.000,"54,58,964.56","27,040.000",0.000,"20,89,535.43",0.000,0.000,0.00,-60.749,-61.72,-100,-100,0,,,
Telangana,MSAW,M’SERIES ACTIVE WEAR,15.000,0.000,"8,096.78",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,MSCC,M'SERIES CLASSIC COLLECTION,"1,908.000",140.000,"2,34,832.26","38,095.000",0.000,"18,77,736.06",0.000,0.000,0.00,"1,896.593",699.61,-100,-100,0,,,
Telangana,MSIC,M'SERIES INTERNATIONAL COLLECTION,0.000,0.000,0.00,"49,170.000",0.000,"33,52,681.00",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Telangana,MSIN,M'SERIES INSIGNIA COLLECTION,45.000,0.000,"10,142.88",70.000,0.000,"15,288.00",0.000,0.000,0.00,55.556,50.73,-100,-100,0,,,
Telangana,MSMB,M'SERIES MODERN BASICS,0.000,0.000,0.00,200.000,0.000,"16,655.73",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Telangana,MSMC,M'SERIES MARINE COLLECTION,1.000,0.000,359.40,0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,MSMW,M'SERIES MACROWOMAN,186.000,0.000,"42,674.10",72.000,0.000,"6,256.60",0.000,0.000,0.00,-61.29,-85.34,-100,-100,0,,,
Telangana,MSOW,M'SERIES T-SHIRT & OUTER WEAR,"1,517.000",0.000,"5,43,539.74",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,MSPD,M'SERIES PRO DRY,51.000,0.000,"9,918.72",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,MSSP,M'SERIES MACROMAN SPORTS,466.000,0.000,"2,37,333.16",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,MWBR,M'WOMAN BRA,141.000,0.000,"30,533.40",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,RABT,BATH TOWEL,48.000,0.000,"6,743.04",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Telangana,RAFR,SAMPLE FREE,0.000,0.000,0.00,0.000,12.000,12.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Telangana,SLFR,SOFTLINE FREE,0.000,0.000,0.00,0.000,18.000,18.08,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Telangana,SLSC,SOFTLINE CAMISOLE,0.000,0.000,0.00,"1,440.000",0.000,"1,01,578.50",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Telangana,SLSP,SOFTLINE REG.PANTIES,0.000,0.000,0.00,340.000,0.000,"20,238.55",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tripura,BMBU,BUMCHUMS BERMUDA,0.000,0.000,0.00,"4,080.000",0.000,"9,53,476.94",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tripura,BMLS,BUMCHUMS LOUNGERS,0.000,0.000,0.00,170.000,0.000,"49,167.94",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tripura,BMTS,BUMCHUMS T-SHIRT,0.000,0.000,0.00,"2,390.000",0.000,"5,69,795.71",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tripura,BRBF,BUTTERFLY BRA,0.000,0.000,0.00,66.000,0.000,"7,920.03",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tripura,BRCP,SOFTLINE CLASSIC PANTIES,"1,224.000",0.000,"64,086.36",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Tripura,BRCW,SOFTLINE CASUAL WEAR,0.000,0.000,0.00,270.000,0.000,"67,818.84",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tripura,BRFA,FANCY BRA(GROUP-A),300.000,0.000,"24,981.22",135.000,0.000,"12,712.10",0.000,0.000,0.00,-55,-49.11,-100,-100,0,,,
Tripura,BRFB,FANCY BRA(GROUP-B),72.000,0.000,"6,529.50",120.000,0.000,"10,810.51",0.000,0.000,0.00,66.667,65.56,-100,-100,0,,,
Tripura,BRLG,SOFTLINE LEGGINGS,200.000,20.000,"46,440.97",100.000,0.000,"23,229.14",0.000,0.000,0.00,-50,-49.98,-100,-100,0,,,
Tripura,BRRC,REGULAR COTTON BRA,444.000,0.000,"30,275.02",126.000,0.000,"9,779.33",0.000,0.000,0.00,-71.622,-67.7,-100,-100,0,,,
Tripura,BRRF,REGULAR FANCY BRA,264.000,0.000,"16,479.82",318.000,0.000,"20,160.41",0.000,0.000,0.00,20.455,22.33,-100,-100,0,,,
Tripura,EUEU,EURO,"2,910.000",570.000,"2,58,987.69","12,520.000",0.000,"8,62,079.79",0.000,0.000,0.00,330.241,232.87,-100,-100,0,,,
Tripura,FLAV,FRONTLINE AIR,500.000,0.000,"72,349.89",500.000,0.000,"72,300.05",0.000,0.000,0.00,0.000,-0.07,-100,-100,0,,,
Tripura,FLCD,FRONTLINE COLORS DRAWER,600.000,0.000,"50,259.28",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Tripura,FLEX,FRONTLINE EXPANDO,"5,040.000",0.000,"3,27,627.69","1,440.000",0.000,"91,308.05",0.000,0.000,0.00,-71.429,-72.13,-100,-100,0,,,
Tripura,FLFB,FRONTLINE BRIEF,"1,740.000",0.000,"1,15,421.93",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Tripura,FLFD,FRONTLINE DRAWER,760.000,0.000,"76,831.80","1,440.000",0.000,"1,40,068.09",0.000,0.000,0.00,89.474,82.30,-100,-100,0,,,
Tripura,FLFV,FRONTLINE VEST,"18,240.000",0.000,"13,07,109.99","15,240.000",0.000,"10,85,785.43",0.000,0.000,0.00,-16.447,-16.93,-100,-100,0,,,
Tripura,FLHK,FRONTLINE HUNK,800.000,0.000,"85,359.71",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Tripura,JNJN,JON,"35,150.000",0.000,"14,19,641.12","28,770.000",15.000,"10,57,233.25",0.000,0.000,0.00,-18.151,-25.53,-100,-100,0,,,
Tripura,MMMM,MACROMAN,"6,480.000",0.000,"4,84,224.34","1,440.000",0.000,"1,05,924.58",0.000,0.000,0.00,-77.778,-78.12,-100,-100,0,,,
Tripura,MSAW,M’SERIES ACTIVE WEAR,0.000,0.000,0.00,280.000,0.000,"79,255.07",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tripura,MSCC,M'SERIES CLASSIC COLLECTION,0.000,0.000,0.00,"4,400.000",430.000,"5,60,005.96",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tripura,MSFR,M'SERIES FREE,0.000,0.000,0.00,0.000,13.000,13.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tripura,MSSP,M'SERIES MACROMAN SPORTS,0.000,0.000,0.00,"1,435.000",180.000,"5,82,689.56",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tripura,RAFR,SAMPLE FREE,0.000,0.000,0.00,0.000,7.000,7.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tripura,SLFR,SOFTLINE FREE,0.000,0.000,0.00,0.000,4.000,3.80,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Tripura,SLSP,SOFTLINE REG.PANTIES,0.000,0.000,0.00,"1,440.000",0.000,"81,595.57",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Uttar Pradesh,BMBS,BUMCHUMS SET,4.000,0.000,652.54,42.000,0.000,"13,368.86",0.000,0.000,0.00,950.000,"1,948.74",-100,-100,0,,,
Uttar Pradesh,BMBU,BUMCHUMS BERMUDA,"29,270.000",0.000,"74,00,499.01","77,312.000",0.000,"1,88,52,503.45",0.000,0.000,0.00,164.134,154.75,-100,-100,0,,,
Uttar Pradesh,BMFR,BUMCHUMS FREE,0.000,0.000,0.00,0.000,252.000,254.01,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Uttar Pradesh,BMLS,BUMCHUMS LOUNGERS,"6,606.000",0.000,"19,82,368.97","13,474.000",0.000,"47,41,039.50",0.000,0.000,0.00,103.966,139.16,-100,-100,0,,,
Uttar Pradesh,BMPN,BUMCHUM PANT,36.000,0.000,"13,496.48","4,425.000",0.000,"11,17,562.38",0.000,0.000,0.00,"12,191.667","8,180.40",-100,-100,0,,,
Uttar Pradesh,BMTS,BUMCHUMS T-SHIRT,"11,818.000",0.000,"28,10,881.87","21,418.000",0.000,"50,02,223.90",0.000,0.000,0.00,81.232,77.96,-100,-100,0,,,
Uttar Pradesh,BRBF,BUTTERFLY BRA,822.000,0.000,"1,25,577.13","1,898.000",0.000,"3,36,780.60",0.000,0.000,0.00,130.900,168.19,-100,-100,0,,,
Uttar Pradesh,BRCP,SOFTLINE CLASSIC PANTIES,"11,220.000",0.000,"7,10,988.31",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Uttar Pradesh,BRCS,SL CAMISOLE,"8,530.000",0.000,"5,60,943.48",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Uttar Pradesh,BRCW,SOFTLINE CASUAL WEAR,"3,095.000",0.000,"8,40,885.74","4,265.000",0.000,"11,82,534.41",0.000,0.000,0.00,37.803,40.63,-100,-100,0,,,
Uttar Pradesh,BRFA,FANCY BRA(GROUP-A),"2,046.000",0.000,"1,64,003.63","4,986.000",0.000,"4,49,968.29",0.000,0.000,0.00,143.695,174.36,-100,-100,0,,,
Uttar Pradesh,BRFB,FANCY BRA(GROUP-B),804.000,0.000,"79,654.98","1,866.000",0.000,"1,98,665.11",0.000,0.000,0.00,132.090,149.41,-100,-100,0,,,
Uttar Pradesh,BRLG,SOFTLINE LEGGINGS,"10,006.000",845.000,"23,48,712.37","5,633.000",0.000,"13,16,099.62",0.000,0.000,0.00,-43.704,-43.97,-100,-100,0,,,
Uttar Pradesh,BRRC,REGULAR COTTON BRA,"12,600.000",0.000,"8,79,130.17","25,194.000",0.000,"20,26,409.66",0.000,0.000,0.00,99.952,130.50,-100,-100,0,,,
Uttar Pradesh,BRRF,REGULAR FANCY BRA,528.000,0.000,"51,892.11","2,400.000",0.000,"2,42,545.12",0.000,0.000,0.00,354.545,367.40,-100,-100,0,,,
Uttar Pradesh,BUZZ,BUZZ,76.000,0.000,"56,167.51",2.000,0.000,"1,716.05",0.000,0.000,0.00,-97.368,-96.94,-100,-100,0,,,
Uttar Pradesh,CLCD,COLORS DRAWER,0.000,0.000,0.00,"70,040.000",0.000,"68,04,604.92",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Uttar Pradesh,CLCV,COLORS VEST,0.000,0.000,0.00,"13,070.000",0.000,"11,73,277.67",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Uttar Pradesh,CLPB,COLORS PEEKABOO,0.000,0.000,0.00,"2,262.000",0.000,"1,85,675.70",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Uttar Pradesh,CLPT,COLORS PANT,0.000,0.000,0.00,50.000,0.000,"17,201.80",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Uttar Pradesh,CLSH,COLORS SHORTS,0.000,0.000,0.00,610.000,0.000,"1,57,635.00",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Uttar Pradesh,CLTS,COLORS T-SHIRT,0.000,0.000,0.00,515.000,0.000,"1,04,924.36",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Uttar Pradesh,EUEU,EURO,"97,379.000","20,470.000","86,85,749.57","1,52,970.000",0.000,"1,13,81,162.90",0.000,0.000,0.00,57.087,31.03,-100,-100,0,,,
Uttar Pradesh,FL2B,FRONTLINE (2.0) BOXER,728.000,0.000,"2,05,979.74",144.000,0.000,"40,686.96",0.000,0.000,0.00,-80.22,-80.25,-100,-100,0,,,
Uttar Pradesh,FLAV,FRONTLINE AIR,620.000,0.000,"91,326.43",375.000,0.000,"57,218.81",0.000,0.000,0.00,-39.516,-37.35,-100,-100,0,,,
Uttar Pradesh,FLCD,FRONTLINE COLORS DRAWER,"57,805.000",0.000,"51,56,425.62",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Uttar Pradesh,FLCV,FRONTLINE COLORS VEST,"27,017.000",0.000,"22,16,552.94",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
