STATE,BRAND,DESC.,Qty(S1),Free Qty(S1),Amount(S1),Qty(S2),Free Qty(2),Amount(s2),Qty(s3),Free Qty(S3),Amount(s3),%Qty1,Amount(1)%,%Qty 2,Amount(2)%,,City,District,STATE
Gujarat,FLEX,FRONTLINE EXPANDO,"43,160.000",0.000,"28,42,630.75","21,260.000",0.000,"13,14,674.12",0.000,0.000,0.00,-50.741,-53.75,-100,-100,0,,,
Gujarat,FLFD,FRONTLINE DRAWER,"17,140.000",0.000,"16,79,789.05","12,200.000",0.000,"11,51,467.49",0.000,0.000,0.00,-28.821,-31.45,-100,-100,0,,,
Gujarat,FLFV,FRONTLINE VEST,"1,11,630.000","1,030.000","82,80,377.87","89,580.000",0.000,"62,72,429.22",0.000,0.000,0.00,-19.753,-24.25,-100,-100,0,,,
Gujarat,FLFX,FRONTLINE XING,"57,690.000",0.000,"43,24,428.42","38,690.000",0.000,"27,21,730.65",0.000,0.000,0.00,-32.935,-37.06,-100,-100,0,,,
Gujarat,FLHK,FRONTLINE HUNK,"55,950.000",0.000,"53,01,686.85","53,515.000",430.000,"44,14,223.18",0.000,0.000,0.00,-4.352,-16.74,-100,-100,0,,,
Gujarat,FLIL,FRONTLINE INTERLOCK,480.000,0.000,"57,600.00",480.000,0.000,"57,600.00",0.000,0.000,0.00,0.000,0.00,-100,-100,0,,,
Gujarat,FLKL,FRONTLINE KIDLINE,850.000,0.000,"50,249.96","1,140.000",0.000,"56,658.31",0.000,0.000,0.00,34.118,12.75,-100,-100,0,,,
Gujarat,FLRL,FRONTLINE RIBLINE,800.000,0.000,"83,840.00",960.000,0.000,"1,01,760.00",0.000,0.000,0.00,20.000,21.37,-100,-100,0,,,
Gujarat,FTCC,COMFORT COTTON SOCKS,"1,270.000",0.000,"44,763.70","3,010.000",0.000,"1,17,293.90",0.000,0.000,0.00,137.008,162.03,-100,-100,0,,,
Gujarat,FTCF,COTTON FEEL SOCKS,380.000,0.000,"12,435.20","1,430.000",0.000,"47,808.31",0.000,0.000,0.00,276.316,284.46,-100,-100,0,,,
Gujarat,FTPM,PREMIUM SOCKS,200.000,0.000,"8,248.54",680.000,0.000,"27,879.30",0.000,0.000,0.00,240.000,237.99,-100,-100,0,,,
Gujarat,FTRC,REGULAR COTTON SOCKS,100.000,0.000,"4,337.19",350.000,0.000,"17,229.01",0.000,0.000,0.00,250.000,297.24,-100,-100,0,,,
Gujarat,FTSP,SPORTY SOCKS,0.000,0.000,0.00,100.000,0.000,"4,945.83",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Gujarat,FTSU,SCHOOL UNIFORM SOCKS,"2,270.000",0.000,"98,660.24","1,930.000",0.000,"90,923.29",0.000,0.000,0.00,-14.978,-7.84,-100,-100,0,,,
Gujarat,JNJN,JON,"9,37,380.000",480.000,"5,29,40,130.01","10,86,534.000",659.000,"5,60,73,719.34",0.000,0.000,0.00,15.912,5.92,-100,-100,0,,,
Gujarat,MMMM,MACROMAN,"78,210.000",0.000,"61,27,798.45","40,190.000",0.000,"31,47,389.67",0.000,0.000,0.00,-48.613,-48.64,-100,-100,0,,,
Gujarat,MSAW,M’SERIES ACTIVE WEAR,80.000,0.000,"22,985.85",80.000,0.000,"22,733.50",0.000,0.000,0.00,0.000,-1.1,-100,-100,0,,,
Gujarat,MSCC,M'SERIES CLASSIC COLLECTION,"4,150.000",294.000,"5,88,852.88","3,360.000",430.000,"4,72,469.71",0.000,0.000,0.00,-19.036,-19.76,-100,-100,0,,,
Gujarat,MSFR,M'SERIES FREE,0.000,0.000,0.00,0.000,5.000,5.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Gujarat,MSIN,M'SERIES INSIGNIA COLLECTION,"1,605.000",136.000,"3,47,920.10","1,805.000",160.000,"4,17,826.96",0.000,0.000,0.00,12.461,20.09,-100,-100,0,,,
Gujarat,MSMB,M'SERIES MODERN BASICS,"3,280.000",0.000,"4,70,136.29","1,050.000",50.000,"1,27,952.94",0.000,0.000,0.00,-67.988,-72.78,-100,-100,0,,,
Gujarat,MSMC,M'SERIES MARINE COLLECTION,30.000,0.000,"6,734.91",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Gujarat,MSMW,M'SERIES MACROWOMAN,"2,775.000",359.640,"4,52,969.67",423.000,0.000,"81,154.15",0.000,0.000,0.00,-84.757,-82.08,-100,-100,0,,,
Gujarat,MSOW,M'SERIES T-SHIRT & OUTER WEAR,818.000,60.000,"2,77,312.26",991.000,0.000,"2,96,242.97",0.000,0.000,0.00,21.149,6.83,-100,-100,0,,,
Gujarat,MSPD,M'SERIES PRO DRY,130.000,0.000,"27,081.14",60.000,12.000,"43,159.98",0.000,0.000,0.00,-53.846,59.37,-100,-100,0,,,
Gujarat,MSSK,M'SERIES SOCKS,"2,590.000",320.000,"1,80,833.41","1,628.000",202.000,"1,14,552.04",0.000,0.000,0.00,-37.143,-36.65,-100,-100,0,,,
Gujarat,MSSP,M'SERIES MACROMAN SPORTS,850.000,0.000,"2,48,078.20",245.000,112.000,"1,09,746.72",0.000,0.000,0.00,-71.176,-55.76,-100,-100,0,,,
Gujarat,MWBR,M'WOMAN BRA,983.000,0.000,"2,03,056.73",435.000,0.000,"68,979.55",0.000,0.000,0.00,-55.748,-66.03,-100,-100,0,,,
Gujarat,RABT,BATH TOWEL,324.000,0.000,"76,044.36",190.000,0.000,"41,769.60",0.000,0.000,0.00,-41.358,-45.07,-100,-100,0,,,
Gujarat,RAFR,SAMPLE FREE,0.000,0.000,0.00,0.000,81.000,81.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Gujarat,RAFT,FACE TOWEL,72.000,0.000,"2,664.00",36.000,0.000,"1,332.00",0.000,0.000,0.00,-50,-50,-100,-100,0,,,
Gujarat,RAHC,HANDKERCHIEF,612.000,0.000,"29,283.50",576.000,0.000,"24,695.28",0.000,0.000,0.00,-5.882,-15.67,-100,-100,0,,,
Gujarat,RAHT,HAND TOWEL,240.000,0.000,"19,920.20",460.000,0.000,"41,629.83",0.000,0.000,0.00,91.667,108.98,-100,-100,0,,,
Gujarat,SLFR,SOFTLINE FREE,0.000,0.000,0.00,0.000,52.000,50.34,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Gujarat,SLSC,SOFTLINE CAMISOLE,0.000,0.000,0.00,"5,235.000",0.000,"3,72,415.28",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Gujarat,SLSP,SOFTLINE REG.PANTIES,0.000,0.000,0.00,"7,492.000",0.000,"4,60,924.58",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Gujarat,TCTO,TORRIDO,180.000,0.000,"58,715.54",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Haryana,BMBS,BUMCHUMS SET,0.000,0.000,0.00,4.000,0.000,666.13,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Haryana,BMBU,BUMCHUMS BERMUDA,395.000,0.000,"1,03,242.35","1,461.000",0.000,"3,15,585.49",0.000,0.000,0.00,269.873,205.67,-100,-100,0,,,
Haryana,BMLS,BUMCHUMS LOUNGERS,15.000,0.000,"4,882.93",30.000,0.000,"9,562.03",0.000,0.000,0.00,100.000,95.83,-100,-100,0,,,
Haryana,BMPN,BUMCHUM PANT,10.000,0.000,"2,723.30",13.000,0.000,"3,205.80",0.000,0.000,0.00,30.000,17.72,-100,-100,0,,,
Haryana,BMTS,BUMCHUMS T-SHIRT,51.000,0.000,"11,880.59","2,175.000",0.000,"5,97,578.06",0.000,0.000,0.00,"4,164.706","4,929.87",-100,-100,0,,,
Haryana,BRBF,BUTTERFLY BRA,25.000,0.000,"4,386.38",5.000,0.000,881.39,0.000,0.000,0.00,-80,-79.91,-100,-100,0,,,
Haryana,BRCP,SOFTLINE CLASSIC PANTIES,178.000,0.000,"10,434.94",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Haryana,BRCS,SL CAMISOLE,"1,387.000",0.000,"92,641.20",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Haryana,BRCW,SOFTLINE CASUAL WEAR,135.000,0.000,"41,258.84",68.000,0.000,"16,647.97",0.000,0.000,0.00,-49.63,-59.65,-100,-100,0,,,
Haryana,BRFA,FANCY BRA(GROUP-A),167.000,0.000,"15,749.40",9.000,0.000,974.62,0.000,0.000,0.00,-94.611,-93.81,-100,-100,0,,,
Haryana,BRFB,FANCY BRA(GROUP-B),57.000,0.000,"6,678.81",8.000,0.000,"1,056.55",0.000,0.000,0.00,-85.965,-84.18,-100,-100,0,,,
Haryana,BRLG,SOFTLINE LEGGINGS,168.000,0.000,"44,321.94",629.000,0.000,"1,63,042.69",0.000,0.000,0.00,274.405,267.86,-100,-100,0,,,
Haryana,BRRC,REGULAR COTTON BRA,726.000,0.000,"51,521.14",42.000,0.000,"3,220.47",0.000,0.000,0.00,-94.215,-93.75,-100,-100,0,,,
Haryana,BRRF,REGULAR FANCY BRA,72.000,0.000,"8,029.46",1.000,0.000,166.67,0.000,0.000,0.00,-98.611,-97.92,-100,-100,0,,,
Haryana,BUZZ,BUZZ,0.000,0.000,0.00,59.000,0.000,"22,022.49",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Haryana,CLCD,COLORS DRAWER,0.000,0.000,0.00,"67,504.000",0.000,"70,48,352.92",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Haryana,CLCV,COLORS VEST,0.000,0.000,0.00,"6,542.000",0.000,"6,10,345.03",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Haryana,CLPB,COLORS PEEKABOO,0.000,0.000,0.00,936.000,0.000,"80,178.77",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Haryana,CLSH,COLORS SHORTS,0.000,0.000,0.00,250.000,0.000,"55,460.03",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Haryana,CLTS,COLORS T-SHIRT,0.000,0.000,0.00,190.000,0.000,"32,585.04",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Haryana,CTIT,INTUNE,0.000,0.000,0.00,768.000,0.000,"1,30,564.00",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Haryana,CTMT,CONTRACT MFG.,0.000,0.000,0.00,"29,700.000",0.000,"27,62,101.00",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Haryana,EUEU,EURO,"22,695.000","2,700.000","19,19,082.71","46,671.000",0.000,"31,54,057.00",0.000,0.000,0.00,105.644,64.35,-100,-100,0,,,
Haryana,FL2B,FRONTLINE (2.0) BOXER,144.000,0.000,"40,629.87",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Haryana,FLAV,FRONTLINE AIR,3.000,0.000,539.62,150.000,0.000,"21,570.11",0.000,0.000,0.00,"4,900.000","3,897.28",-100,-100,0,,,
Haryana,FLCD,FRONTLINE COLORS DRAWER,"18,960.000",0.000,"18,28,705.80",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Haryana,FLCV,FRONTLINE COLORS VEST,"2,722.000",0.000,"2,35,143.19",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Haryana,FLEX,FRONTLINE EXPANDO,"5,822.000",0.000,"3,85,676.73","29,962.000",0.000,"21,75,445.29",0.000,0.000,0.00,414.634,464.06,-100,-100,0,,,
Haryana,FLFB,FRONTLINE BRIEF,366.000,0.000,"28,447.42",166.000,0.000,"13,028.33",0.000,0.000,0.00,-54.645,-54.2,-100,-100,0,,,
Haryana,FLFD,FRONTLINE DRAWER,"3,750.000",0.000,"3,69,507.51","1,568.000",0.000,"1,60,467.87",0.000,0.000,0.00,-58.187,-56.57,-100,-100,0,,,
Haryana,FLFV,FRONTLINE VEST,"32,890.000",0.000,"25,71,566.26","1,04,294.000",0.000,"81,29,038.03",0.000,0.000,0.00,217.099,216.11,-100,-100,0,,,
Haryana,FLFX,FRONTLINE XING,"19,444.000",800.000,"14,99,561.32","20,859.000",0.000,"14,82,654.23",0.000,0.000,0.00,7.277,-1.13,-100,-100,0,,,
Haryana,FLHK,FRONTLINE HUNK,"51,941.000",0.000,"47,69,903.69","50,706.000",540.000,"42,64,263.04",0.000,0.000,0.00,-2.378,-10.6,-100,-100,0,,,
Haryana,FLIL,FRONTLINE INTERLOCK,"1,740.000",0.000,"2,06,160.94","1,760.000",0.000,"2,11,200.00",0.000,0.000,0.00,1.149,2.44,-100,-100,0,,,
Haryana,FLKL,FRONTLINE KIDLINE,"2,382.000",0.000,"1,35,624.21","1,663.000",0.000,"89,908.58",0.000,0.000,0.00,-30.185,-33.71,-100,-100,0,,,
Haryana,FLRL,FRONTLINE RIBLINE,"2,264.000",0.000,"2,40,248.93","2,277.000",0.000,"2,41,529.22",0.000,0.000,0.00,0.574,0.53,-100,-100,0,,,
Haryana,FTCC,COMFORT COTTON SOCKS,250.000,0.000,"9,865.07",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Haryana,FTCF,COTTON FEEL SOCKS,400.000,0.000,"13,342.71",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Haryana,FTRL,REGULAR SOCKS LADIES THUMB,50.000,0.000,"1,845.27",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Haryana,JNJN,JON,"4,31,657.000","4,294.000","2,22,42,576.56","5,28,351.000",374.000,"2,68,78,958.25",0.000,0.000,0.00,22.401,20.84,-100,-100,0,,,
Haryana,JNOW,JON OUTERWEAR,0.000,0.000,0.00,"1,762.000",0.000,"3,83,629.06",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Haryana,MMMM,MACROMAN,"51,722.000",0.000,"42,53,456.41","75,392.000",0.000,"59,36,802.79",0.000,0.000,0.00,45.764,39.58,-100,-100,0,,,
Haryana,MSAW,M’SERIES ACTIVE WEAR,166.000,0.000,"51,745.34",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Haryana,MSCC,M'SERIES CLASSIC COLLECTION,"11,176.000",897.000,"17,19,635.66","7,134.000",778.000,"10,51,943.60",0.000,0.000,0.00,-36.167,-38.83,-100,-100,0,,,
Haryana,MSFR,M'SERIES FREE,0.000,0.000,0.00,0.000,9.000,9.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Haryana,MSIC,M'SERIES INTERNATIONAL COLLECTION,45.000,0.000,"8,271.48",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Haryana,MSIN,M'SERIES INSIGNIA COLLECTION,"1,508.000",150.000,"3,00,929.32",620.000,81.000,"1,25,376.22",0.000,0.000,0.00,-58.886,-58.34,-100,-100,0,,,
Haryana,MSMB,M'SERIES MODERN BASICS,0.000,0.000,0.00,"1,120.000",170.000,"1,30,261.85",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Haryana,MSMC,M'SERIES MARINE COLLECTION,219.000,20.000,"50,267.92",200.000,20.000,"45,148.55",0.000,0.000,0.00,-8.676,-10.18,-100,-100,0,,,
Haryana,MSMW,M'SERIES MACROWOMAN,"1,167.000",39.960,"1,99,933.30",320.000,10.000,"46,625.74",0.000,0.000,0.00,-72.579,-76.68,-100,-100,0,,,
Haryana,MSOW,M'SERIES T-SHIRT & OUTER WEAR,521.000,0.000,"1,51,022.88","1,290.000",0.000,"4,04,540.43",0.000,0.000,0.00,147.601,167.87,-100,-100,0,,,
Haryana,MSPD,M'SERIES PRO DRY,612.000,0.000,"1,21,070.63",80.000,0.000,"14,808.03",0.000,0.000,0.00,-86.928,-87.77,-100,-100,0,,,
Haryana,MSSK,M'SERIES SOCKS,"4,176.000",522.000,"2,97,601.90","4,864.000",608.000,"3,32,108.67",0.000,0.000,0.00,16.475,11.59,-100,-100,0,,,
Haryana,MSSP,M'SERIES MACROMAN SPORTS,897.500,0.000,"2,96,255.53",130.000,0.000,"34,780.55",0.000,0.000,0.00,-85.515,-88.26,-100,-100,0,,,
Haryana,MSTH,M'SERIES THERMAL,12.000,0.000,"4,864.71",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Haryana,MSWS,M'SERIES MACROWOMAN SOCKS,80.000,10.000,"4,485.43",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Haryana,MWBR,M'WOMAN BRA,541.000,0.000,"1,12,209.38",245.000,0.000,"37,145.72",0.000,0.000,0.00,-54.713,-66.9,-100,-100,0,,,
Haryana,MWTH,M'WOMAN THERMAL,8.000,0.000,"2,488.66",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Haryana,RABT,BATH TOWEL,72.000,0.000,"20,206.76",762.000,0.000,"2,00,623.57",0.000,0.000,0.00,958.333,892.85,-100,-100,0,,,
Haryana,RAFR,SAMPLE FREE,0.000,0.000,0.00,0.000,71.000,71.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Haryana,RAFT,FACE TOWEL,0.000,0.000,0.00,27.000,0.000,998.97,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Haryana,RAHC,HANDKERCHIEF,576.000,0.000,"27,471.55",288.000,0.000,"12,182.08",0.000,0.000,0.00,-50,-55.66,-100,-100,0,,,
Haryana,RAHT,HAND TOWEL,216.000,0.000,"16,847.64",234.000,0.000,"17,127.10",0.000,0.000,0.00,8.333,1.66,-100,-100,0,,,
Haryana,SLSC,SOFTLINE CAMISOLE,0.000,0.000,0.00,"3,342.000",0.000,"2,50,507.16",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Haryana,SLSP,SOFTLINE REG.PANTIES,180.000,0.000,"13,093.49","2,961.000",0.000,"1,72,326.66",0.000,0.000,0.00,"1,545.000","1,216.12",-100,-100,0,,,
Himachal Pradesh,BRRF,REGULAR FANCY BRA,150.000,0.000,"10,238.83",150.000,0.000,"10,044.60",0.000,0.000,0.00,0.000,-1.9,-100,-100,0,,,
Himachal Pradesh,EUEU,EURO,70.000,0.000,"4,633.95",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Himachal Pradesh,FLFB,FRONTLINE BRIEF,60.000,0.000,"4,215.55",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Himachal Pradesh,FLFV,FRONTLINE VEST,"2,510.000",0.000,"1,86,993.52","1,620.000",0.000,"1,14,157.68",0.000,0.000,0.00,-35.458,-38.95,-100,-100,0,,,
Himachal Pradesh,FLFX,FRONTLINE XING,350.000,0.000,"27,470.13",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Himachal Pradesh,FLHK,FRONTLINE HUNK,"3,080.000",0.000,"2,72,391.91","1,680.000",0.000,"1,39,288.46",0.000,0.000,0.00,-45.455,-48.86,-100,-100,0,,,
Himachal Pradesh,FLIL,FRONTLINE INTERLOCK,120.000,0.000,"12,185.06",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Himachal Pradesh,FTCC,COMFORT COTTON SOCKS,0.000,0.000,0.00,50.000,0.000,"2,462.00",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Himachal Pradesh,FTPM,PREMIUM SOCKS,300.000,0.000,"15,809.72",100.000,0.000,"5,170.00",0.000,0.000,0.00,-66.667,-67.3,-100,-100,0,,,
Himachal Pradesh,JNJN,JON,"12,910.000",0.000,"6,60,964.75","7,030.000",45.000,"4,10,523.29",0.000,0.000,0.00,-45.546,-37.89,-100,-100,0,,,
Himachal Pradesh,MMMM,MACROMAN,"1,550.000",0.000,"1,24,639.98",880.000,0.000,"64,065.10",0.000,0.000,0.00,-43.226,-48.6,-100,-100,0,,,
Jammu and Kashmir,BMBU,BUMCHUMS BERMUDA,220.000,0.000,"52,750.08",500.000,0.000,"1,20,325.07",0.000,0.000,0.00,127.273,128.10,-100,-100,0,,,
Jammu and Kashmir,BRBF,BUTTERFLY BRA,144.000,0.000,"22,405.19",648.000,0.000,"1,58,631.48",0.000,0.000,0.00,350.000,608.01,-100,-100,0,,,
Jammu and Kashmir,BRCP,SOFTLINE CLASSIC PANTIES,"7,080.000",0.000,"4,48,733.47",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Jammu and Kashmir,BRCS,SL CAMISOLE,"2,880.000",0.000,"2,02,618.81",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Jammu and Kashmir,BRLG,SOFTLINE LEGGINGS,0.000,0.000,0.00,300.000,0.000,"68,530.49",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Jammu and Kashmir,BRRF,REGULAR FANCY BRA,0.000,0.000,0.00,900.000,0.000,"97,920.00",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Jammu and Kashmir,CLCD,COLORS DRAWER,0.000,0.000,0.00,"10,370.000",0.000,"10,69,311.76",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Jammu and Kashmir,CLCV,COLORS VEST,0.000,0.000,0.00,"3,290.000",0.000,"3,37,262.28",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Jammu and Kashmir,CLPB,COLORS PEEKABOO,0.000,0.000,0.00,312.000,0.000,"26,711.40",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Jammu and Kashmir,EUEU,EURO,"2,770.000",300.000,"2,34,020.70","5,930.000",0.000,"4,29,713.88",0.000,0.000,0.00,114.079,83.62,-100,-100,0,,,
Jammu and Kashmir,FL2B,FRONTLINE (2.0) BOXER,144.000,0.000,"40,629.86",750.000,0.000,"2,11,357.35",0.000,0.000,0.00,420.833,420.20,-100,-100,0,,,
Jammu and Kashmir,FLCD,FRONTLINE COLORS DRAWER,"16,920.000",0.000,"14,38,015.18",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Jammu and Kashmir,FLCV,FRONTLINE COLORS VEST,"5,480.000",0.000,"4,75,567.01",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Jammu and Kashmir,FLEX,FRONTLINE EXPANDO,"13,220.000",0.000,"8,73,812.97","5,240.000",0.000,"3,28,535.83",0.000,0.000,0.00,-60.363,-62.4,-100,-100,0,,,
Jammu and Kashmir,FLFD,FRONTLINE DRAWER,"5,070.000",0.000,"5,41,806.44","6,390.000",0.000,"6,29,162.35",0.000,0.000,0.00,26.036,16.12,-100,-100,0,,,
Jammu and Kashmir,FLFV,FRONTLINE VEST,"19,760.000",0.000,"16,16,124.42","30,420.000",0.000,"23,46,999.76",0.000,0.000,0.00,53.947,45.22,-100,-100,0,,,
Jammu and Kashmir,FLFX,FRONTLINE XING,"9,380.000",440.000,"7,70,564.52","14,110.000",0.000,"10,32,564.26",0.000,0.000,0.00,50.426,34.00,-100,-100,0,,,
Jammu and Kashmir,FLHK,FRONTLINE HUNK,"29,580.000",0.000,"30,67,746.18","52,960.000",400.000,"49,47,849.96",0.000,0.000,0.00,79.040,61.29,-100,-100,0,,,
Jammu and Kashmir,FLIL,FRONTLINE INTERLOCK,"1,960.000",0.000,"2,30,959.02","1,440.000",0.000,"1,72,800.00",0.000,0.000,0.00,-26.531,-25.18,-100,-100,0,,,
Jammu and Kashmir,FLKL,FRONTLINE KIDLINE,"5,870.000",0.000,"3,15,381.84","6,790.000",0.000,"3,76,812.34",0.000,0.000,0.00,15.673,19.48,-100,-100,0,,,
Jammu and Kashmir,FLRL,FRONTLINE RIBLINE,"2,560.000",0.000,"2,68,000.00","2,870.000",0.000,"2,88,762.02",0.000,0.000,0.00,12.109,7.75,-100,-100,0,,,
Jammu and Kashmir,FTCC,COMFORT COTTON SOCKS,600.000,0.000,"27,119.56",750.000,"7,000.000","2,01,167.89",0.000,0.000,0.00,25.000,641.78,-100,-100,0,,,
Jammu and Kashmir,FTCF,COTTON FEEL SOCKS,600.000,0.000,"27,537.30",580.000,"3,000.000","96,934.83",0.000,0.000,0.00,-3.333,252.01,-100,-100,0,,,
Jammu and Kashmir,FTCS,CHILDREN FANCY SOCKS,750.000,0.000,"28,463.88",800.000,0.000,"32,906.23",0.000,0.000,0.00,6.667,15.61,-100,-100,0,,,
Jammu and Kashmir,FTPM,PREMIUM SOCKS,"3,750.000",0.000,"1,80,652.69","2,200.000",0.000,"1,29,607.14",0.000,0.000,0.00,-41.333,-28.26,-100,-100,0,,,
Jammu and Kashmir,FTRC,REGULAR COTTON SOCKS,"1,200.000",0.000,"60,098.13",900.000,0.000,"48,819.66",0.000,0.000,0.00,-25,-18.77,-100,-100,0,,,
Jammu and Kashmir,FTSU,SCHOOL UNIFORM SOCKS,"7,350.000",0.000,"2,69,775.20","1,200.000",0.000,"47,362.45",0.000,0.000,0.00,-83.673,-82.44,-100,-100,0,,,
Jammu and Kashmir,JNJN,JON,"2,83,010.000","2,440.000","1,33,62,868.41","4,22,502.000",478.000,"1,87,19,907.54",0.000,0.000,0.00,49.289,40.09,-100,-100,0,,,
Jammu and Kashmir,MMMM,MACROMAN,"48,020.000",0.000,"39,67,347.70","89,080.000",0.000,"67,84,982.91",0.000,0.000,0.00,85.506,71.02,-100,-100,0,,,
Jammu and Kashmir,MSCC,M'SERIES CLASSIC COLLECTION,820.000,87.000,"1,30,908.66",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Jammu and Kashmir,MSIC,M'SERIES INTERNATIONAL COLLECTION,300.000,30.000,"44,154.30",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Jammu and Kashmir,MSIN,M'SERIES INSIGNIA COLLECTION,230.000,20.000,"38,329.28",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Jammu and Kashmir,MSMC,M'SERIES MARINE COLLECTION,30.000,0.000,"8,796.94",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Jammu and Kashmir,MSMW,M'SERIES MACROWOMAN,210.000,0.000,"30,675.05",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Jammu and Kashmir,MSSK,M'SERIES SOCKS,"1,968.000",246.000,"1,50,855.13",880.000,110.000,"62,275.80",0.000,0.000,0.00,-55.285,-58.72,-100,-100,0,,,
Jammu and Kashmir,MSSP,M'SERIES MACROMAN SPORTS,30.000,0.000,"6,565.80",100.000,20.000,"51,240.18",0.000,0.000,0.00,233.333,680.41,-100,-100,0,,,
Jammu and Kashmir,MSWS,M'SERIES MACROWOMAN SOCKS,880.000,110.000,"59,210.88",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Jammu and Kashmir,MWBR,M'WOMAN BRA,330.000,0.000,"79,969.44",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Jammu and Kashmir,RABT,BATH TOWEL,807.000,0.000,"2,06,878.20",408.000,0.000,"1,20,647.90",0.000,0.000,0.00,-49.442,-41.68,-100,-100,0,,,
Jammu and Kashmir,RAFR,SAMPLE FREE,0.000,0.000,0.00,0.000,14.000,14.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Jammu and Kashmir,RAFT,FACE TOWEL,495.000,0.000,"18,315.09",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Jammu and Kashmir,RAHC,HANDKERCHIEF,"2,016.000",0.000,"97,191.36",288.000,0.000,"13,283.86",0.000,0.000,0.00,-85.714,-86.33,-100,-100,0,,,
