BRAND,DESC.1,ITEM,DESC.,Valuation Type,Qty(S1),Free Qty(S1),Amount(S1),Qty(S2),Free Qty(2),Amount(s2),Qty(s3),Free Qty(S3),Amount(s3),%Qty1,Amount(1)%,%Qty 2,Amount(2)%,,City,District,STATE
BMBS,BUMCHUMS SET,RBMBS0J251P014200L,"J251 _ TOP PANT SET, ASSORETD, 00L, P01",DOMESTIC,181,0,"19,861.86",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J251P014200M,"J251 _ TOP PANT SET, ASSORETD, 00M, P01",DOMESTIC,160,0,"17,572.02",5,0,549.12,0,0,0,-96.875,-96.88,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J251P014200S,"J251 _ TOP PANT SET, ASSORETD, 00S, P01",DOMESTIC,135,0,"14,743.99",25,0,"2,745.64",0,0,0,-81.481,-81.38,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J251P01420XL,"J251 _ TOP PANT SET, ASSORETD, 0XL, P01",DOMESTIC,193,0,"21,064.46",35,0,"3,843.89",0,0,0,-81.865,-81.75,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J251P0142XXL,"J251 _ TOP PANT SET, ASSORETD, XXL, P01",DOMESTIC,170,0,"18,505.53",5,0,549.12,0,0,0,-97.059,-97.03,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J252P014200L,"J252 _ TOP PANT SET, ASSORETD, 00L, P01",DOMESTIC,253,0,"33,146.39",30,0,"3,984.74",0,0,0,-88.142,-87.98,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J252P014200M,"J252 _ TOP PANT SET, ASSORETD, 00M, P01",DOMESTIC,220,0,"29,221.46",60,0,"7,969.49",0,0,0,-72.727,-72.73,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J252P014200S,"J252 _ TOP PANT SET, ASSORETD, 00S, P01",DOMESTIC,170,0,"22,580.22",35,0,"4,648.86",0,0,0,-79.412,-79.41,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J252P01420XL,"J252 _ TOP PANT SET, ASSORETD, 0XL, P01",DOMESTIC,241,0,"31,990.71",65,0,"8,633.63",0,0,0,-73.029,-73.01,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J252P0142XXL,"J252 _ TOP PANT SET, ASSORETD, XXL, P01",DOMESTIC,220,0,"29,221.40",30,0,"3,984.74",0,0,0,-86.364,-86.36,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J253P014200L,"J253 _ TOP PANT SET, ASSORETD, 00L, P01",DOMESTIC,155,0,"25,133.45",65,0,"10,539.78",0,0,0,-58.065,-58.06,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J253P014200M,"J253 _ TOP PANT SET, ASSORETD, 00M, P01",DOMESTIC,158,0,"25,546.78",5,0,810.76,0,0,0,-96.835,-96.83,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J253P014200S,"J253 _ TOP PANT SET, ASSORETD, 00S, P01",DOMESTIC,143,0,"22,992.86",60,0,"9,729.02",0,0,0,-58.042,-57.69,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J253P01420XL,"J253 _ TOP PANT SET, ASSORETD, 0XL, P01",DOMESTIC,130,0,"20,957.90",70,0,"11,350.52",0,0,0,-46.154,-45.84,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J253P0142XXL,"J253 _ TOP PANT SET, ASSORETD, XXL, P01",DOMESTIC,127,0,"20,422.73",71,0,"11,470.38",0,0,0,-44.094,-43.84,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J254P014200L,"J254 _  TOP PANT SET, ASSORETD, 00L, P01",DOMESTIC,223,0,"31,812.79",25,0,"3,622.50",0,0,0,-88.789,-88.61,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J254P014200M,"J254 _  TOP PANT SET, ASSORETD, 00M, P01",DOMESTIC,185,0,"26,806.53",30,0,"4,346.99",0,0,0,-83.784,-83.78,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J254P014200S,"J254 _  TOP PANT SET, ASSORETD, 00S, P01",DOMESTIC,155,0,"22,459.53",25,0,"3,622.49",0,0,0,-83.871,-83.87,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J254P01420XL,"J254 _  TOP PANT SET, ASSORETD, 0XL, P01",DOMESTIC,160,0,"23,183.99",65,0,"9,418.53",0,0,0,-59.375,-59.37,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J254P0142XXL,"J254 _  TOP PANT SET, ASSORETD, XXL, P01",DOMESTIC,130,0,"18,837.01",65,0,"9,418.53",0,0,0,-50,-50,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J255P014200L,"J255 _ TOP PANT SET, ASSORETD, 00L, P01",DOMESTIC,119,0,"16,389.61",60,0,"8,521.48",0,0,0,-49.58,-48.01,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J255P014200M,"J255 _ TOP PANT SET, ASSORETD, 00M, P01",DOMESTIC,95,0,"13,492.39",50,0,"7,101.22",0,0,0,-47.368,-47.37,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J255P014200S,"J255 _ TOP PANT SET, ASSORETD, 00S, P01",DOMESTIC,90,0,"12,782.26",55,0,"7,811.36",0,0,0,-38.889,-38.89,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J255P01420XL,"J255 _ TOP PANT SET, ASSORETD, 0XL, P01",DOMESTIC,75,0,"10,651.87",70,0,"9,941.73",0,0,0,-6.667,-6.67,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J255P0142XXL,"J255 _ TOP PANT SET, ASSORETD, XXL, P01",DOMESTIC,72,0,"10,183.19",55,0,"7,811.35",0,0,0,-23.611,-23.29,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J256P014200L,"J256 _ TOP PANT SET, ASSORETD, 00L, P01",DOMESTIC,153,0,"18,878.37",75,0,"10,350.00",0,0,0,-50.98,-45.18,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J256P014200M,"J256 _ TOP PANT SET, ASSORETD, 00M, P01",DOMESTIC,130,0,"17,939.97",65,0,"8,970.00",0,0,0,-50,-50,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J256P014200S,"J256 _ TOP PANT SET, ASSORETD, 00S, P01",DOMESTIC,115,0,"15,869.98",65,0,"8,970.00",0,0,0,-43.478,-43.48,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J256P01420XL,"J256 _ TOP PANT SET, ASSORETD, 0XL, P01",DOMESTIC,120,0,"16,560.00",65,0,"8,969.99",0,0,0,-45.833,-45.83,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J256P0142XXL,"J256 _ TOP PANT SET, ASSORETD, XXL, P01",DOMESTIC,100,0,"13,800.01",75,0,"10,350.00",0,0,0,-25,-25,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J257P014200L,"J257 _ TOP PANT SET, ASSORETD, 00L, P01",DOMESTIC,208,0,"21,836.41",110,0,"12,523.48",0,0,0,-47.115,-42.65,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J257P014200M,"J257 _ TOP PANT SET, ASSORETD, 00M, P01",DOMESTIC,175,0,"19,923.75",85,0,"9,677.22",0,0,0,-51.429,-51.43,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J257P014200S,"J257 _ TOP PANT SET, ASSORETD, 00S, P01",DOMESTIC,130,0,"14,800.52",60,0,"6,830.99",0,0,0,-53.846,-53.85,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J257P01420XL,"J257 _ TOP PANT SET, ASSORETD, 0XL, P01",DOMESTIC,175,0,"19,923.75",110,0,"12,523.48",0,0,0,-37.143,-37.14,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J257P0142XXL,"J257 _ TOP PANT SET, ASSORETD, XXL, P01",DOMESTIC,170,0,"19,354.50",102,0,"11,553.28",0,0,0,-40,-40.31,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J258P014200L,"J258 _ TOP PANT SET, ASSORETD, 00L, P01",DOMESTIC,164,0,"19,453.44",75,0,"9,918.77",0,0,0,-54.268,-49.01,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J258P014200M,"J258 _ TOP PANT SET, ASSORETD, 00M, P01",DOMESTIC,130,0,"17,192.55",80,0,"10,580.03",0,0,0,-38.462,-38.46,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J258P014200S,"J258 _ TOP PANT SET, ASSORETD, 00S, P01",DOMESTIC,110,0,"14,547.53",80,0,"10,580.03",0,0,0,-27.273,-27.27,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J258P01420XL,"J258 _ TOP PANT SET, ASSORETD, 0XL, P01",DOMESTIC,125,0,"16,531.28",55,0,"7,273.76",0,0,0,-56,-56,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS0J258P0142XXL,"J258 _ TOP PANT SET, ASSORETD, XXL, P01",DOMESTIC,126,0,"16,643.69",61,0,"8,032.76",0,0,0,-51.587,-51.74,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS1081SP0115055,"J0181 _ JR SET, PRINTED, 055, P01",REJECTED,12,0,960,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBS1081SP0115060,"J0181 _ JR SET, PRINTED, 060, P01",REJECTED,8,0,640,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSB1106P0142055,"B1106_JR TOP PANT SET, ASST., 055, P01",DOMESTIC,0,0,0,78,0,"20,586.18",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1106P0142060,"B1106_JR TOP PANT SET, ASST., 060, P01",DOMESTIC,0,0,0,78,0,"20,586.18",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1106P0142065,"B1106_JR TOP PANT SET, ASST., 065, P01",DOMESTIC,0,0,0,84,0,"22,169.78",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1107P0142055,"B1107_JR TOP PANT SET, ASST., 055, P01",DOMESTIC,0,0,0,12,0,"3,374.09",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1107P0142060,"B1107_JR TOP PANT SET, ASST., 060, P01",DOMESTIC,0,0,0,18,0,"5,061.14",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1107P0142065,"B1107_JR TOP PANT SET, ASST., 065, P01",DOMESTIC,0,0,0,19,0,"5,268.96",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1108P0142055,"B1108_JR TOP PANT SET, ASST., 055, P01",DOMESTIC,0,0,0,49,0,"12,863.39",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1108P0142060,"B1108_JR TOP PANT SET, ASST., 060, P01",DOMESTIC,0,0,0,49,0,"12,863.52",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1108P0142065,"B1108_JR TOP PANT SET, ASST., 065, P01",DOMESTIC,0,0,0,56,0,"14,642.11",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1109P0142055,"B1109_JR TOP PANT SET, ASST., 055, P01",DOMESTIC,0,0,0,97,0,"25,532.33",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1109P0142060,"B1109_JR TOP PANT SET, ASST., 060, P01",DOMESTIC,0,0,0,102,0,"26,920.81",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1109P0142065,"B1109_JR TOP PANT SET, ASST., 065, P01",DOMESTIC,0,0,0,114,0,"30,087.88",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1110P0142055,"B1110_JR TOP PANT SET, ASST., 055, P01",DOMESTIC,0,0,0,12,0,"2,998.93",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1110P0142060,"B1110_JR TOP PANT SET, ASST., 060, P01",DOMESTIC,0,0,0,13,0,"3,183.84",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1110P0142065,"B1110_JR TOP PANT SET, ASST., 065, P01",DOMESTIC,0,0,0,12,0,"2,998.93",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1115P0142055,"B1115_SL TOP PANT SET, ASST., 055, P01",DOMESTIC,0,0,0,9,0,"2,055.36",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1115P0142060,"B1115_SL TOP PANT SET, ASST., 060, P01",DOMESTIC,0,0,0,9,0,"2,055.36",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1115P0142065,"B1115_SL TOP PANT SET, ASST., 065, P01",DOMESTIC,0,0,0,9,0,"2,055.36",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1115P0142070,"B1115_SL TOP PANT SET, ASST., 070, P01",DOMESTIC,0,0,0,15,0,"4,855.95",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1115P0142075,"B1115_SL TOP PANT SET, ASST., 075, P01",DOMESTIC,0,0,0,21,0,"6,905.25",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1115P0142080,"B1115_SL TOP PANT SET, ASST., 080, P01",DOMESTIC,0,0,0,15,0,"4,855.95",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1115P0142085,"B1115_SL TOP PANT SET, ASST., 085, P01",DOMESTIC,0,0,0,15,0,"4,855.94",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1116P0142055,"B1116_SL TOP PANT SET, ASST., 055, P01",DOMESTIC,0,0,0,36,0,"9,624.58",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1116P0142060,"B1116_SL TOP PANT SET, ASST., 060, P01",DOMESTIC,0,0,0,37,0,"9,822.24",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1116P0142065,"B1116_SL TOP PANT SET, ASST., 065, P01",DOMESTIC,0,0,0,42,0,"11,228.83",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1116P0142070,"B1116_SL TOP PANT SET, ASST., 070, P01",DOMESTIC,0,0,0,24,0,"8,555.40",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1116P0142075,"B1116_SL TOP PANT SET, ASST., 075, P01",DOMESTIC,0,0,0,24,0,"8,555.40",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1116P0142080,"B1116_SL TOP PANT SET, ASST., 080, P01",DOMESTIC,0,0,0,24,0,"8,555.40",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1116P0142085,"B1116_SL TOP PANT SET, ASST., 085, P01",DOMESTIC,0,0,0,24,0,"8,555.50",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1117P0142055,"B1117_SL TOP PANT SET, ASST., 055, P01",DOMESTIC,0,0,0,42,0,"9,877.37",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1117P0142060,"B1117_SL TOP PANT SET, ASST., 060, P01",DOMESTIC,0,0,0,43,0,"10,051.22",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1117P0142065,"B1117_SL TOP PANT SET, ASST., 065, P01",DOMESTIC,0,0,0,36,0,"8,466.31",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1117P0142070,"B1117_SL TOP PANT SET, ASST., 070, P01",DOMESTIC,0,0,0,30,0,"9,832.48",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1117P0142075,"B1117_SL TOP PANT SET, ASST., 075, P01",DOMESTIC,0,0,0,30,0,"9,832.48",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1117P0142080,"B1117_SL TOP PANT SET, ASST., 080, P01",DOMESTIC,0,0,0,18,0,"5,899.49",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1117P0142085,"B1117_SL TOP PANT SET, ASST., 085, P01",DOMESTIC,0,0,0,24,0,"7,865.98",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1118P0142055,"B1118_SL TOP PANT SET, ASST., 055, P01",DOMESTIC,0,0,0,55,0,"13,502.74",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1118P0142060,"B1118_SL TOP PANT SET, ASST., 060, P01",DOMESTIC,0,0,0,48,0,"11,840.42",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1118P0142065,"B1118_SL TOP PANT SET, ASST., 065, P01",DOMESTIC,0,0,0,49,0,"12,022.30",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1118P0142070,"B1118_SL TOP PANT SET, ASST., 070, P01",DOMESTIC,0,0,0,48,0,"16,118.42",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1118P0142075,"B1118_SL TOP PANT SET, ASST., 075, P01",DOMESTIC,0,0,0,50,0,"16,652.82",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1118P0142080,"B1118_SL TOP PANT SET, ASST., 080, P01",DOMESTIC,0,0,0,48,0,"16,118.42",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1118P0142085,"B1118_SL TOP PANT SET, ASST., 085, P01",DOMESTIC,0,0,0,48,0,"16,118.50",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1119P0142055,"B1119_SL TOP PANT SET, ASST., 055, P01",DOMESTIC,0,0,0,48,0,"11,288.43",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1119P0142060,"B1119_SL TOP PANT SET, ASST., 060, P01",DOMESTIC,0,0,0,42,0,"9,877.37",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1119P0142065,"B1119_SL TOP PANT SET, ASST., 065, P01",DOMESTIC,0,0,0,54,0,"12,699.47",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1119P0142070,"B1119_SL TOP PANT SET, ASST., 070, P01",DOMESTIC,0,0,0,78,0,"25,564.55",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1119P0142075,"B1119_SL TOP PANT SET, ASST., 075, P01",DOMESTIC,0,0,0,72,0,"23,598.06",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1119P0142080,"B1119_SL TOP PANT SET, ASST., 080, P01",DOMESTIC,0,0,0,66,0,"21,631.56",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSB1119P0142085,"B1119_SL TOP PANT SET, ASST., 085, P01",DOMESTIC,0,0,0,54,0,"17,698.56",0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSJ111SP011500M,"J111 _ JR SET, PRINTED, 00M, P01",REJECTED,5,0,250,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ111SP011500S,"J111 _ JR SET, PRINTED, 00S, P01",REJECTED,4,0,200,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ125SP011500L,"JG125 _ SLVLSS_SET, PRINTED, 00L, P01",REJECTED,3,0,150,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ125SP01150XL,"JG125 _ SLVLSS_SET, PRINTED, 0XL, P01",REJECTED,6,0,300,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ125SP0115XXL,"JG125 _ SLVLSS_SET, PRINTED, XXL, P01",REJECTED,6,0,300,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ131SP01420XL,"J131 _ SET, ASSORETD, 0XL, P01",REJECTED,164,0,"8,200.00",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ136SP014200L,"J136 _ BUNDY_SET, ASSORETD, 00L, P01",REJECTED,4,0,200,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ136SP014200M,"J136 _ BUNDY_SET, ASSORETD, 00M, P01",REJECTED,3,0,150,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ136SP014200S,"J136 _ BUNDY_SET, ASSORETD, 00S, P01",REJECTED,5,0,250,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ138SP014200L,"J138 _ SET, ASSORETD, 00L, P01",REJECTED,57,0,"2,850.00",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ138SP01420XL,"J138 _ SET, ASSORETD, 0XL, P01",REJECTED,99,0,"4,950.00",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ184SP014200L,"J184 _ SET, ASSORETD, 00L, P01",DOMESTIC,3,0,395.89,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ187SP011500M,"J187 _ SET, PRINTED, 00M, P01",REJECTED,22,0,"1,100.00",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ187SP01150XL,"J187 _ SET, PRINTED, 0XL, P01",REJECTED,22,0,"1,100.00",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ189SP011500L,"J189 _ SET, PRINTED, 00L, P01",DOMESTIC,0,0,0,5,0,796.38,0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSJ189SP011500M,"J189 _ SET, PRINTED, 00M, P01",DOMESTIC,0,0,0,5,0,796.38,0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSJ189SP011500S,"J189 _ SET, PRINTED, 00S, P01",DOMESTIC,0,0,0,5,0,796.38,0,0,0,0,0,0,0,0,,,
BMBS,BUMCHUMS SET,RBMBSJ189SP01150XL,"J189 _ SET, PRINTED, 0XL, P01",DOMESTIC,8,0,"1,083.06",5,0,796.38,0,0,0,-37.5,-26.47,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ189SP0115XXL,"J189 _ SET, PRINTED, XXL, P01",DOMESTIC,5,0,676.91,12,0,"1,620.44",0,0,0,140,139.39,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ190SP011500L,"J190 _ SET, PRINTED, 00L, P01",REJECTED,5,0,250,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ190SP011500S,"J190 _ SET, PRINTED, 00S, P01",REJECTED,2,0,100,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ190SP01150XL,"J190 _ SET, PRINTED, 0XL, P01",DOMESTIC,3,0,407.62,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ190SP01150XL,"J190 _ SET, PRINTED, 0XL, P01",REJECTED,64,0,"3,200.00",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ190SP0115XXL,"J190 _ SET, PRINTED, XXL, P01",REJECTED,6,0,300,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ191SP01150XL,"J191 _ SET, PRINTED, 0XL, P01",DOMESTIC,13,0,"2,157.67",1,0,168.93,0,0,0,-92.308,-92.17,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ191SP0115XXL,"J191 _ SET, PRINTED, XXL, P01",DOMESTIC,12,0,"2,061.57",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ192SP011500L,"J192 _ SET, PRINTED, 00L, P01",DOMESTIC,16,0,"2,770.58",31,0,"5,415.78",0,0,0,93.75,95.47,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ192SP011500M,"J192 _ SET, PRINTED, 00M, P01",DOMESTIC,10,0,"1,748.00",31,0,"5,415.78",0,0,0,210,209.83,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ192SP011500S,"J192 _ SET, PRINTED, 00S, P01",DOMESTIC,5,0,873.99,30,0,"5,244.02",0,0,0,500,500.01,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ192SP01150XL,"J192 _ SET, PRINTED, 0XL, P01",DOMESTIC,15,0,"2,622.01",32,0,"5,587.54",0,0,0,113.333,113.1,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ192SP0115XXL,"J192 _ SET, PRINTED, XXL, P01",DOMESTIC,13,0,"2,193.74",30,0,"5,244.02",0,0,0,130.769,139.04,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ193SP01150XL,"J193 _ SET, PRINTED, 0XL, P01",DOMESTIC,3,0,417.88,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ194SP011500L,"J194 _ SET, PRINTED, 00L, P01",DOMESTIC,8,0,"1,298.03",1,0,168.93,0,0,0,-87.5,-86.99,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ194SP01150XL,"J194 _ SET, PRINTED, 0XL, P01",DOMESTIC,15,0,"2,578.95",1,0,168.93,0,0,0,-93.333,-93.45,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ194SP0115XXL,"J194 _ SET, PRINTED, XXL, P01",DOMESTIC,15,0,"2,578.90",1,0,168.93,0,0,0,-93.333,-93.45,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ196SP011500L,"J196 _ SET, PRINTED, 00L, P01",DOMESTIC,13,0,"1,746.34",5,0,695.76,0,0,0,-61.538,-60.16,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ196SP011500M,"J196 _ SET, PRINTED, 00M, P01",DOMESTIC,10,0,"1,391.51",5,0,695.76,0,0,0,-50,-50,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ196SP011500S,"J196 _ SET, PRINTED, 00S, P01",DOMESTIC,10,0,"1,391.51",5,0,695.76,0,0,0,-50,-50,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ196SP01150XL,"J196 _ SET, PRINTED, 0XL, P01",DOMESTIC,11,0,"1,509.78",5,0,695.76,0,0,0,-54.545,-53.92,-100,-100,0,,,
BMBS,BUMCHUMS SET,RBMBSJ196SP0115XXL,"J196 _ SET, PRINTED, XXL, P01",DOMESTIC,5,0,695.75,5,0,695.76,0,0,0,0,0,-100,-100,0,,,
